English	Swedish	POS	source	row
available	tillgänglig, tillgängligt, tillgängliga	A	1	GF	127
available availability	tillgänglig tillgänglighet	N?	0	ICT	235
average	genomsnittlig, genomsnittligt, genomsnittliga	A	1	GF	128
average averages averaging	genomsnittlig/genomsnittliga medelvärden medelvärdes	N?	0	ICT	236
average, averages	genomsnitt, genomsnittet, genomsnitt	N	1	GF	129
avoid avoids avoiding avoidance	undvika undviker undviker undvikande	N?	0	ICT	237
awake awaken	vaken vakna	N?	0	ICT	238
aware awareness	medveten medvetenhet	N?	0	ICT	239
axial	axial, axialt, axiala	A	1	GF	130
B-Tree	B-träd	N?	0	ICT	341
bachelor, bachelors	kandidat, kandidaten, kandidater	N	1	GF	131
back office	back-office	N?	0	ICT	244
backbone	ryggrad	N?	0	ICT	240
backdoor	bakdörr	N?	0	ICT	241
background, backgrounds	bakgrund, bakgrunden, bakgrunder	N	1	GF	132
backhaul	returtrafik	N?	0	ICT	242
backoff	backoffrandomisering	N?	0	ICT	243
Backtracking	Bakåtspårning	N?	0	ACM	1052
backup	säkerhetskopiering	N?	0	ICT	245
Backup procedures	Procedurer för säkerhetskopiering	N?	0	ACM	500
Backup/recovery	Säkerhetskopiering och återställning	N?	0	ACM	562
backwards	bakåt	N?	0	ICT	246
bad guys	skurkarna	N?	0	ICT	248
badge|s	märke märken	N?	0	ICT	247
balance	balans	N?	0	ICT	249
balance, balanced, balanced	 balansera, balanserade, balanserat	V	1	GF	133
balanced	balanserat	N?	0	ICT	250
balanced scorecard	balanserat styrkort	N?	0	ICT	251
balloon	ballong	N?	0	ICT	252
bandwidth	bandbredd	N?	0	ICT	254
bandwidth, bandwidths	bandbredd, bandbredden, bandbredder	N	1	GF	134
band|s	bandet banden	N?	0	ICT	253
bankruptcy	konkurs	N?	0	ICT	255
barcode	streckkod	N?	0	ICT	256
base based	bas baserad	N?	0	ICT	257
base station basestation	basstation	N?	0	ICT	258
base, based, based	 basera, baserade, baserat	V	1	GF	135
baseboard management controller (BMC)		N?	0	ICT	259
basic	grundläggande, grundläggande, grundläggande	A	1	GF	136
basic basically	grundläggande princip	N?	0	ICT	260
basic principle, basic principles	grundprincip, grundprincipen, grundprinciper	N	1	GF	137
basic, basics	grund, grunden, grunder	N	1	GF	138
basis	grundval	N?	0	ICT	261
Batch processing systems [**]	Satsvisa system	N?	0	ACM	513
batch, batches	batch, batchen, batcher	N	1	GF	139
batches	satser	N?	0	ICT	262
battery	batteri batterier	N?	0	ICT	263
battery life	batteritid	N?	0	ICT	264
battery-operated	batteridriven	N?	0	ICT	265
battle	slaget	N?	0	ICT	266
battlefield	slagfält	N?	0	ICT	267
baud, bauds	baud, baudet, baud	N	1	GF	140
beacon	ledstjärna	N?	0	ICT	268
beam cross-section	balktvärsnitt	N?	0	ICT	269
bearer|s	bärare	N?	0	ICT	270
become|s becoming	bli|r blir	N?	0	ICT	271
bedroom	sovrum	N?	0	ICT	272
beeper	pipare	N?	0	ICT	273
begin began begins beginning	"börja började börjar ""med början"""	N?	0	ICT	274
begin, began, begun	 börja, började, börjat	V	1	GF	141
behalf	vägnar/grund	N?	0	ICT	275
behave	beter	N?	0	ICT	276
behavior (Am.)/behaviour (British) behaviors	beteende beteenden	N?	0	ICT	277
behavior, behaviors	beteende, beteendet, beteenden	N	1	GF	142
behaviour, behaviours	beteende, beteendet, beteenden	N	1	GF	143
believe	tro	N?	0	ICT	278
below	nedan	N?	0	ICT	279
benchmark, benchmarks	riktvärde, riktvärdet, riktvärden	N	1	GF	144
Benchmarking		N?	0	ACM	938
benchmarking	jämförande	N?	0	ICT	280
Benchmarks	Utvärderingsprov	N?	0	ACM	1424
benefits	fördelar	N?	0	ICT	281
beside	bredvid	N?	0	ICT	282
best practices	bästa praxis	N?	0	ICT	284
best-effort	bäst-insats	N?	0	ICT	283
beta testing	betatest	N?	0	ICT	285
better	bättre	N?	0	ICT	286
biased	förspända	N?	0	ICT	287
bibliography	bibliografi	N?	0	ICT	288
bidirectional	dubbelriktad, dubbelriktat, dubbelriktade	A	1	GF	145
big data		N?	0	ICT	289
big data, big data	stor data, stora datan, stora data	N	1	GF	146
billing	fakturering	N?	0	ICT	290
billion (109)	miljarder 	N?	0	ICT	291
binary	binär	N?	0	ICT	292
binary	binär, binärt, binära	A	1	GF	147
binary number, binary numbers	binärt tal, binära talet, binära tal	N	1	GF	148
binary search algorithm, binary search algorithms	binärsökning, binärsökningen, binärsökningar	N	1	GF	149
binary search tree, binary search trees	binärt sökträd, binära sökträdet, binära sökträd	N	1	GF	150
binary tree, binary trees	binärträd, binärträdet, binärträd	N	1	GF	151
bind binding bindings	binda bindande bindningar	N?	0	ICT	293
bind, bound, bound	 binda, band, bundit	V	1	GF	152
biodegradable	biologiskt nedbrytbar	N?	0	ICT	294
Biographies/autobiographies	Biografier/självbiografier	N?	0	ACM	3
bioinformatics, bioinformatics	bioinformatik, bioinformatiken, bioinformatiker	N	1	GF	153
Biology and genetics	Biologi och genetik	N?	0	ACM	1309
biology, biologies	biologi, biologin, biologier	N	1	GF	154
biomedical	biomedicinska	N?	0	ICT	295
biomedical applications	biomedicinska tillämpningar	N?	0	ICT	296
biopotential measurement system	biopotential mätning systemet 	N?	0	ICT	297
bios, bioses	bios, bioset, bios	N	1	GF	155
bipolar	bipolär, bipolärt, bipolära	A	1	GF	156
bit bits	bit bitar	N?	0	ICT	298
bit error rate (BER)		N?	0	ICT	299
bit rate adaption	bithastighet anpassning	N?	0	ICT	300
bit rate, bit rates	överföringskapacitet, överföringskapaciteten, överföringskapaciteter	N	1	GF	157
bit, bits	bit, biten, bitar	N	1	GF	158
Bitmap and framebuffer operations	Bitmapps- och rambuffertoperationer	N?	0	ACM	1102
bitrate, bitrates	bithastighet, bithastigheten, bithastigheter	N	1	GF	159
blacklist, blacklists	svartlista, svartlistan, svartlistor	N	1	GF	160
block blocks blocking blocked	block/bunt blockera blockerar spärrad	N?	0	ICT	301
block, blocked, blocked	 hindra, hindrade, hindrat	V	1	GF	161
block, blocks	block, blocket, block	N	1	GF	162
blocking probability	blockerande sannolikhet	N?	0	ICT	302
blocking switch architecture	blockerande omkopplare arkitektur	N?	0	ICT	303
blog	blogg	N?	0	ICT	304
blood	blod	N?	0	ICT	305
Bloom filter	Bloom-filter	N?	0	ICT	306
blueprint, blueprints	blåkopia, blåkopian, blåkopior	N	1	GF	163
bluetooth, bluetooths	blåtand, blåtanden, blåtänder	N	1	GF	164
boating	"båtliv/""färdas med båt"""	N?	0	ICT	307
body bodies	huvuddel inlaga 	N?	0	ICT	308
book books	bok böcker	N?	0	ICT	309
book, booked, booked	 boka, bokade, bokat	V	1	GF	165
boolean	boolesk, booleskt, booleska	A	1	GF	166
boolean data type, boolean data types	boolesk datatyp, booleska datatypen, booleska datatyper	N	1	GF	167
boosters	förstärkare	N?	0	ICT	310
boot, booted, booted	 ladda, laddade, laddat	V	1	GF	168
bootstrap	programladda	N?	0	ICT	311
border, bordered, bordered	 gränsa, gränsade, gränsat	V	1	GF	169
border, borders	gräns, gränsen, gränser	N	1	GF	170
BORO method		N?	0	ICT	312
borrow borrowed borrowing	låna lånat upplåning	N?	0	ICT	313
bot, bots	bot, boten, botar	N	1	GF	171
bottle	flaska/butelj	N?	0	ICT	314
bottleneck bandwidth	flaskhalsbandbredd	N?	0	ICT	315
bottleneck, bottlenecks	flaskhals, flaskhalsen, flaskhalsar	N	1	GF	172
bottom up innovation		N?	0	ICT	316
bought	köpt	N?	0	ICT	317
bound, bounded, bounded	 gränsa, gränsade, gränsat	V	1	GF	173
boundaries	gränser	N?	0	ICT	318
Boundary representations	Representationer av gränser	N?	0	ACM	1118
Boundary value problems		N?	0	ACM	733
boundary, boundarys	gräns, gränsen, gränser	N	1	GF	174
bounded	avgränsas	N?	0	ICT	319
Bounded-action devices (e.g., Turing machines, random access machines)	Enheter med förutbestämda åtgärder (t.ex. Turingmaskiner, direktåtkomstmaskiner	N?	0	ACM	573
branch	filial	N?	0	ICT	320
branch, branched, branched	 grena, grenade, grenat	V	1	GF	175
branch, branches	gren, grenen, grenar	N	1	GF	176
branding	varumärkesbyggande	N?	0	ICT	321
bread		N?	0	ICT	322
breadth, breadths	bredd, bredden, bredder	N	1	GF	177
break beaking breakable	bryta beaking brytbar	N?	0	ICT	323
breakdown	fördelning/sammanbrott	N?	0	ICT	324
brewing	bryggning	N?	0	ICT	325
bridge bridges bridged bridging	bro/överbrygga broar/överbrygga överbryggade överbryggande	N?	0	ICT	326
bridge, bridges	brygga, bryggan, bryggor	N	1	GF	178
brief	kort	N?	0	ICT	327
bring	föra	N?	0	ICT	328
British Standard Institution (BSI)		N?	0	ICT	329
broad	bred	N?	0	ICT	330
broadband	bredband	N?	0	ICT	331
broadband access networks	bredbandsaccessnät	N?	0	ICT	332
broadband technologies	bredbandsteknik	N?	0	ICT	333
broadband wireless access (BWA)		N?	0	ICT	334
broadcast TV	marksändningar TV	N?	0	ICT	336
broadcast|s broadcasting broadcasters	sändning/sänder sändningsföretag	N?	0	ICT	335
broken	bruten/trasig	N?	0	ICT	337
broker	mäklare	N?	0	ICT	338
broker, brokers	agent, agenten, agenter	N	1	GF	179
browse browsing	bläddra bläddring	N?	0	ICT	339
browser	webbläsare	N?	0	ICT	340
budget	budget/budgetera	N?	0	ICT	342
Buffering	Buffring/buffertlagring/mellanlagring	N?	0	ACM	494
buffer|s buffers buffered buffering	bufferten|buffertar buffert buffrad buffrande	N?	0	ICT	343
bug tracker	felrapporteringssystem	N?	0	ICT	344
bug, bugs	bugg, buggen, buggar	N	1	GF	180
bugs	buggar	N?	0	ICT	345
build builds building buildings	bygga bygger bygga byggnader	N?	0	ICT	346
build, built, built	 bygga, byggde, byggt	V	1	GF	181
built	byggd	N?	0	ICT	347
built-in	inbyggd	N?	0	ICT	348
Built-in tests [**]	Inbyggda tester [**]	N?	0	ACM	107
Built-in tests [**]	Inbyggda tester [**]	N?	0	ACM	129
Built-in tests [**]	Inbyggda tester [**]	N?	0	ACM	146
Built-in tests [**]	Inbyggda tester [**]	N?	0	ACM	177
Bulletin boards		N?	0	ACM	921
bulletin, bulletins	rapport, rapporten, rapporter	N	1	GF	182
bunches	klasar	N?	0	ICT	349
bundle|s bundled	bunta|r buntade	N?	0	ICT	350
burst|s bursty	skur|ar skurvis	N?	0	ICT	351
bus, buses	buss, bussen, bussar	N	1	GF	183
Buses	Bussar	N?	0	ACM	264
Business	Näringsliv	N?	0	ACM	1290
business businesses	verksamheten företag	N?	0	ICT	352
business information system, business information systems	affärsinformationssystem, affärsinformationssystemet, affärsinformationssystem	N	1	GF	184
business intelligence (BI)	omvärldsbevakning	N?	0	ICT	353
business intelligence tool	omvärldsanalysverktyg	N?	0	ICT	354
business model	affärsmodell	N?	0	ICT	355
business model canvas (BMC)		N?	0	ICT	356
business model ontology (BMO)	affärsmodell-ontologi	N?	0	ICT	357
business models	affärsmodeller	N?	0	ICT	358
business plan	affärsplan	N?	0	ICT	359
business process	affärsprocess	N?	0	ICT	360
business process modelling	modellering av affärsprocesser	N?	0	ICT	361
Business Process Modelling Notation (BPMN)		N?	0	ICT	362
business rules	affärsregler	N?	0	ICT	363
business value	affärsvärde	N?	0	ICT	364
business vocabulary	affärs ordförråd	N?	0	ICT	365
business, businesses	företag, företaget, företag	N	1	GF	185
business-to-business (B2B)	B2B-företag	N?	0	ICT	366
busy	upptagen 	N?	0	ICT	367
busy hour call attempts (BHCA) traffic load	upptagen timmars samtal försök (BHCA) trafikbelastning	N?	0	ICT	368
butter	smör	N?	0	ICT	369
bypassing	förbikoppling	N?	0	ICT	370
byte bytes	byte bytes	N?	0	ICT	371
byte, bytes	byte, byten, bytes	N	1	GF	186
C-language	C-språk	N?	0	ICT	461
cable, cables	kabel, kabeln, kablar	N	1	GF	187
cable|s	kabel|kablar	N?	0	ICT	372
cache attack		N?	0	ICT	374
Cache memories	Cacheminnen	N?	0	ACM	66
cache memory, cache memories	cacheminne, cacheminnet, cacheminnen	N	1	GF	188
cache, cached, cached	 gömma, gömde, gömt	V	1	GF	189
cache, caches	cache, cachet, cachen	N	1	GF	190
cacheability		N?	0	ICT	375
cache|s cached caching	cachen|cachar/mellanlagring cachad cachelagring	N?	0	ICT	373
caching gain		N?	0	ICT	376
calculate	beräkna	N?	0	ICT	377
calculating time	beräkningsgång	N?	0	ICT	378
calculation	kalkylering	N?	0	ICT	379
calculation model	beräkningsmall	N?	0	ICT	380
calculation process	kalkylprocessen	N?	0	ICT	381
calculation, calculations	beräkning, beräkningen, beräkningar	N	1	GF	191
Calculator [**]	Räknare [**]	N?	0	ACM	42
calculator, calculators	miniräknare, miniräknaren, miniräknare	N	1	GF	192
calculus, calculuss	analys, analysen, analyser	N	1	GF	193
calendar|s calendaring	kalender|kalendrar kalandrering	N?	0	ICT	382
calibration	kalibrering	N?	0	ICT	383
call called calling calls	 telefonera, ringa	N?	0	ICT	384
call processing language	samtalsbearbetningsspråk	N?	0	ICT	386
Call Processing Language (CPL)		N?	0	ICT	387
call routing	samtalsdirigering	N?	0	ICT	388
call, called, called	 anropa, anropade, anropat	V	1	GF	194
call, called, called	 kalla, kallade, kallat	V	1	GF	195
call, calls	krav, kravet, krav	N	1	GF	196
call-centre	call-center	N?	0	ICT	389
callable	anropbar	N?	0	ICT	385
caller callers	uppringande part/parter	N?	0	ICT	390
Camera calibration	Kamerakalibrering	N?	0	ACM	1150
camera, cameras	kamera, kameran, kameror	N	1	GF	197
camera|s	kamera|kameror	N?	0	ICT	391
campus|capmuses	campus|campi	N?	0	ICT	392
cancellation cancelling	annullering annullera	N?	0	ICT	394
cancel|s	avboka/avbryter	N?	0	ICT	393
candidate|s	kandidat|Kandidater	N?	0	ICT	395
cannot	kan inte	N?	0	ICT	397
Capability architectures [**]	Kapabilitetsarkitekturer	N?	0	ACM	217
capability, capabilities	kompetens, kompetensen, kompetenser	N	1	GF	198
capable capabilities capability	kapabel kapacitet kapacitet	N?	0	ICT	396
capacitor|s	kondensator|kondensatorer	N?	0	ICT	398
capacity	kapacitet	N?	0	ICT	399
capacity assessment	klassningsberäkning	N?	0	ICT	400
capacity, capacities	kapacitet, kapaciteten, kapaciteter	N	1	GF	199
capsule, capsules	kapsel, kapseln, kapslar	N	1	GF	200
captcha, captchas	captcha, captchat, captchas	N	1	GF	201
capture, captured, captured	 fånga, fångade, fångat	V	1	GF	202
car	bil	N?	0	ICT	401
card emulation	kortemulering	N?	0	ICT	404
card reader, card readers	kortläsare, kortläsaren, kortläsare	N	1	GF	203
card sort	kort sortera	N?	0	ICT	405
card, cards	kort, kortet, kort	N	1	GF	204
cardiovascular disease	hjärt-kärlsjukdom	N?	0	ICT	406
card|s	kort	N?	0	ICT	402
carefully	noggrant/försiktigt	N?	0	ICT	403
carriage, carriages	vagn, vagnen, vagnar	N	1	GF	205
carrier carriers	nätgrossist/stamnätsoperatör/operatör	N?	0	ICT	407
carrier cloud	operatörmoln	N?	0	ICT	408
Carrier Ethernet	Operatör Ethernet	N?	0	ICT	409
carrier, carriers	bärare, bäraren, bärare	N	1	GF	206
carry carrying carried	"bär/bära ""som bär""  genom/buren"	N?	0	ICT	410
Cartography	Kartografi	N?	0	ACM	1001
cartridge, cartridges	patron, patronen, patroner	N	1	GF	207
Cascading Style Sheets (CSS)		N?	0	ICT	411
case cases	fall fallen	N?	0	ICT	412
case study	fallstudie	N?	0	ICT	413
cassette, cassettes	kassett, kassetten, kassetter	N	1	GF	208
categorical	kategorisk, kategoriskt, kategoriska	A	1	GF	209
category	kategori	N?	0	ICT	414
category, categorys	kategori, kategorin, kategorier	N	1	GF	210
cathode, cathodes	katod, katoden, katoder	N	1	GF	211
cause causes causing	"orsaka orsaker ""som orsakar"""	N?	0	ICT	415
cease|s	upphör/upphöra	N?	0	ICT	416
cell cells	cell celler	N?	0	ICT	417
cell, cells	cell, cellen, celler	N	1	GF	212
cellular	cellulär	N?	0	ICT	418
Cellular architecture (e.g., mobile)	Cellulär arkitektur (t.ex. mobil)	N?	0	ACM	218
Cellular arrays and automata		N?	0	ACM	138
Censorship	Censur	N?	0	ACM	1406
center (Am.) centre (British) centers	center centra	N?	0	ICT	419
central centralized centralization	central centraliserad centralisering	N?	0	ICT	420
central, centrals	central, centralen, centraler	N	1	GF	213
Centralization/decentralization	Centralisering/decentralisering	N?	0	ACM	1435
Centralized networks [**]	Centraliserade nät [**]	N?	0	ACM	238
centric	centrerad	N?	0	ICT	421
century	århundrade	N?	0	ICT	422
certain	viss	N?	0	ICT	423
certificate authority (CA)	certifikatutfärdare	N?	0	ICT	425
certificate certifies	certifikat intygar	N?	0	ICT	424
Certification and testing		N?	0	ACM	801
chain	kedja	N?	0	ICT	426
chairman	ordförande	N?	0	ICT	427
challenge challenges challenged	utmana/utmaning utmanar/utmaningar utmanade	N?	0	ICT	428
challenge, challenged, challenged	 utmana, utmanade, utmanat	V	1	GF	214
challenge, challenges	utmaning, utmaningen, utmaningar	N	1	GF	215
chance|s	chans|chanser	N?	0	ICT	429
change changes changing changed changeable	förändra/förändring förändra/förändringar föränderlig förändrade/förändrats föränderlig	N?	0	ICT	430
change management	förändringsledning	N?	0	ICT	431
change readiness	förändringsberedskap	N?	0	ICT	432
change, changed, changed	 ändra, ändrade, ändrat	V	1	GF	216
changing projects	förändringsprojekt	N?	0	ICT	433
channel, channels	kanal, kanalen, kanaler	N	1	GF	217
Channels and controllers	Kanaler och kontrollenheter	N?	0	ACM	90
channel|s	kanal|er	N?	0	ICT	434
chaos	kaos	N?	0	ICT	436
Chaotic systems		N?	0	ACM	734
chapter chapters	kapitlet kapitel	N?	0	ICT	435
character, characters	karaktär, karaktären, karaktärer	N	1	GF	218
characteristic	karaktäristisk, karaktäristiskt, karaktäristiska	A	1	GF	219
characteristics	egenskaper	N?	0	ICT	438
character|s	karaktär|tecken	N?	0	ICT	437
charges charging charged	laddningar laddar laddade	N?	0	ICT	439
charging/billing	fakturera	N?	0	ICT	440
charms	charmar	N?	0	ICT	441
charter charters	stadgan stadgar	N?	0	ICT	442
chat, chats	prat, pratet, prat	N	1	GF	220
chat, chatted, chatted	 chatta, chattade, chattat	V	1	GF	221
cheap cheaper	billig billigare	N?	0	ICT	443
cheating	fusk	N?	0	ICT	444
Chebyshev approximation and theory		N?	0	ACM	682
check checks checked checking	kontrollera kontroller kontrolleras kontroll	N?	0	ICT	445
check, checked, checked	 kontrollera, kontrollerade, kontrollerat	V	1	GF	222
check, checks	test, testen, tester	N	1	GF	223
Checkpoint/restart	Kontrollstation/återstart	N?	0	ACM	501
Chemistry	Kemi	N?	0	ACM	1302
children	barn	N?	0	ICT	446
chip, chips	chip, chipet, chips	N	1	GF	224
chipset|s	kretsuppsättning|kretsuppsättningar	N?	0	ICT	448
chip|s	chip	N?	0	ICT	447
choice	val	N?	0	ICT	449
choose|s chosen	välja/väljer valda	N?	0	ICT	450
cipher ciphering	chiffer chiffre	N?	0	ICT	451
cipher, ciphers	chiffer, chiffret, chiffer	N	1	GF	225
circuit circuitry	krets kretsar	N?	0	ICT	452
circuit structure, circuit structures	kretsstruktur, kretsstrukturen, kretsstrukturer	N	1	GF	226
